x1,x2,class,prob,sample
-0.7725931773893535,0.675267830491066,0,0.48950575401840857,test
0.24459880962967873,-0.025067498441785574,0,0.3899672659518673,train
0.21854946576058865,-0.7793260011821985,1,0.5365805530299778,train
0.24675888335332274,-0.2972739632241428,1,0.5644477092836184,train
0.7218307671137154,0.5221260734833777,0,0.5185990322763191,test
0.28062121057882905,-0.22067031264305115,1,0.512080244988519,test
-0.9810084872879088,-0.08697199262678623,1,0.5450775139892214,train
-0.5348989879712462,-0.7853114884346724,0,0.5345474806694184,train
0.33216751646250486,0.9253498334437609,1,0.5193160400549919,test
0.028502282686531544,0.9761937209405005,0,0.5192213007778328,train
0.38718258356675506,-0.1923390682786703,0,0.4307262382245184,train
0.08994967117905617,0.7350821220315993,1,0.5182213835995206,test
-0.43453283281996846,-0.8732655947096646,1,0.534491641109925,train
0.8468669685535133,0.3681198190897703,0,0.5175206043695207,train
-0.41536831948906183,0.37716356897726655,0,0.4417870049477956,train
0.6745912563055754,-0.37204407155513763,0,0.47268064017341566,test
-0.4275534306652844,0.27703853882849216,0,0.4161187629676309,train
-0.46635843999683857,0.2824725662358105,1,0.4182282527620971,test
-0.626554420683533,-0.014063066802918911,1,0.5773523567157115,train
-0.5355481789447367,0.7120008203200996,0,0.5082637560187853,train
-0.3667750903405249,-0.7092831330373883,1,0.53494177225544,train
-0.39461325854063034,-0.1573572987690568,1,0.5667251402562095,train
-0.6819079942069948,-0.5984828150831163,1,0.5348630941439344,train
-0.9200081638991833,0.9577479171566665,0,0.5138504034121035,train
-0.5624009179882705,-0.01007359242066741,0,0.5820936412388773,train
0.6211971049197018,-0.2510651876218617,1,0.38672522218661076,train
0.05139509355649352,0.7007812205702066,0,0.5176181515808289,train
0.8293163320049644,0.3888017237186432,0,0.5177177674090399,train
0.6626900937408209,-0.2844837484881282,1,0.39375868026700794,test
-0.9084594734013081,-0.25279099494218826,0,0.5381008945849175,test
-0.0878170351497829,-0.616491227876395,1,0.537345969409368,test
-0.469626656267792,0.5649826731532812,1,0.4919255583484934,train
-0.3906555939465761,-0.993153166025877,0,0.5344236219748593,train
0.014613740146160126,0.8620437877252698,0,0.5188754375092557,test
-0.6378075834363699,0.3788702506572008,0,0.4239804754928658,train
0.519341270904988,-0.49449565540999174,0,0.5635958796664152,train
