x1,x2,class,prob,sample
-0.7725931773893535,0.675267830491066,1,0.1140373086091131,train
0.24459880962967873,-0.025067498441785574,0,0.19220819836482406,test
0.21854946576058865,-0.7793260011821985,0,0.618470691377297,test
0.24675888335332274,-0.2972739632241428,0,0.5990593209862709,train
0.7218307671137154,0.5221260734833777,0,0.06188442395068705,train
0.28062121057882905,-0.22067031264305115,0,0.6992535174358636,test
-0.9810084872879088,-0.08697199262678623,0,0.7374066777992994,train
-0.5348989879712462,-0.7853114884346724,1,0.02326500858180225,train
0.33216751646250486,0.9253498334437609,0,0.7589571001008153,test
0.028502282686531544,0.9761937209405005,1,0.3621716881170869,test
0.38718258356675506,-0.1923390682786703,0,0.028332695830613375,train
0.08994967117905617,0.7350821220315993,1,0.9375259936787188,test
-0.43453283281996846,-0.8732655947096646,1,0.8261144650168717,train
0.8468669685535133,0.3681198190897703,0,0.1866785625461489,train
-0.41536831948906183,0.37716356897726655,0,0.41118720872327685,train
0.6745912563055754,-0.37204407155513763,0,0.3755918191745877,train
-0.4275534306652844,0.27703853882849216,0,0.25021390011534095,test
-0.46635843999683857,0.2824725662358105,1,0.7297375560738146,test
-0.626554420683533,-0.014063066802918911,0,0.6721246053930372,train
-0.5355481789447367,0.7120008203200996,0,0.2915088345762342,test
-0.3667750903405249,-0.7092831330373883,0,0.89983590436168015,train
-0.39461325854063034,-0.1573572987690568,1,0.85652049863711,test
-0.6819079942069948,-0.5984828150831163,0,0.9412238043732941,test
-0.9200081638991833,0.9577479171566665,1,0.03499980107881129,train
-0.5624009179882705,-0.01007359242066741,1,0.11496367235668004,test
0.6211971049197018,-0.2510651876218617,1,0.9046097069513053,train
0.05139509355649352,0.7007812205702066,1,0.330803714459762,train
0.8293163320049644,0.3888017237186432,0,0.2956032194197178,test
0.6626900937408209,-0.2844837484881282,1,0.5581898791715503,train
-0.9084594734013081,-0.25279099494218826,0,0.13708177045919,test
-0.0878170351497829,-0.616491227876395,0,0.5263186790980399,train
-0.469626656267792,0.5649826731532812,1,0.5349562559276819,test
-0.3906555939465761,-0.993153166025877,1,0.3281468607019633,test
0.014613740146160126,0.8620437877252698,0,0.4821950471960008,train
-0.6378075834363699,0.3788702506572008,1,0.009587468579411507,train
0.519341270904988,-0.49449565540999174,0,0.4355367561802268,test
-0.597503924742341,0.3308685328811407,1,0.39035942405462265,test
-0.4823803626932204,-0.04638137808069587,1,0.3588840630836785,train
0.9843008350580931,0.8095302977599204,0,0.11864181165583432,train
0.6147046806290746,-0.38898066198453307,1,0.6010136362165213,test
0.10666718147695065,0.8575484775938094,0,0.5132126577664167,test
0.2928121881559491,-0.47784467693418264,0,0.5876815421506763,train
-0.37635138584300876,-0.11375409876927733,1,0.20109482645057142,train
0.24363839626312256,0.41528963344171643,1,0.9783598012290895,train
-0.3404596485197544,0.8058891324326396,1,0.45318790641613305,train
0.003994945902377367,0.02624622406437993,0,0.9806655098218471,train
0.3541890545748174,0.0010480633936822414,1,0.22918832721188664,train
-0.03001752169802785,-0.9004165842197835,0,0.3610441777855158,train
-0.5121423453092575,-0.5012196847237647,1,0.34150948165915906,train
0.5309195751324296,0.5769621087238193,1,0.5486338783521205,test
-0.8524402398616076,-0.6036715139634907,0,0.3528004502877593,train
-0.38062679627910256,0.7621856792829931,1,0.5884914486669004,train
0.4345434866845608,-0.2713644211180508,0,0.9079715085681528,test
0.009091824293136597,-0.460100048687309,0,0.43792242370545864,train
-0.694002082105726,0.17994905402883887,0,0.7631390048190951,test
0.00786697631701827,-0.6690988345071673,0,0.8591506546363235,train
-0.012078153900802135,-0.021860433742403984,1,0.40815670578740537,train
0.502400394063443,0.9267672933638096,1,0.5681268312036991,train
-0.6507003521546721,0.15920586325228214,0,0.11005665338598192,test
0.6967848208732903,0.5815957980230451,1,0.5811503638979048,train
0.72966766403988,0.15769240306690335,0,0.8525742630008608,train
-0.9162854496389627,0.08374927751719952,0,0.5511505294125527,test
-0.3656356893479824,0.5251433639787138,1,0.07544325711205602,train
-0.9725001216866076,-0.7154892981052399,1,0.23339774925261736,train
-0.5219485466368496,-0.21528651285916567,0,0.11850983835756779,train
0.4129892345517874,0.6074165352620184,0,0.9605219457298517,test
-0.3838104857131839,0.8980237785726786,1,0.21881402912549675,train
0.01709513133391738,-0.9230956290848553,1,0.374938796274364,train
-0.8967067613266408,0.338391802739352,1,0.1654473061207682,test
0.12913967994973063,-0.6738334731198847,0,0.04827367840334773,train
-0.7570396256633103,-0.7673404146917164,0,0.18308850633911788,train
0.7856727633625269,-0.7351538576185703,0,0.0971668865531683,train
-0.9707454885356128,-0.2179509806446731,0,0.9009883925318718,train
0.5662422073073685,-0.5685133174993098,0,0.1812534553464502,test
-0.8200773340649903,0.3940639151260257,1,0.45771674904972315,train
0.038379961624741554,-0.6857463009655476,0,0.8097640497144312,train
-0.2314666248857975,-0.3189680324867368,1,0.23703551921062171,test
-0.8598950053565204,-0.33375005330890417,1,0.6325599735137075,train
-0.3587111555971205,0.2699019145220518,0,0.7491197194904089,train
0.33699079416692257,-0.18858357099816203,1,0.28639988182112575,test
0.8528009527362883,0.3359989831224084,0,0.5783341398928314,test
-0.05618055770173669,0.9901538942940533,1,0.02704522223211825,test
-0.7147693135775626,0.8075882773846388,0,0.11121410806663334,train
0.08853951003402472,-0.31940004229545593,0,0.48181484127417207,train
-0.60765069629997015,-0.48540264181792736,1,0.28741065482608974,test
0.7971609784290195,-0.3556229714304209,1,0.46152978064492345,train
-0.2210004306398332,-0.013468340039253235,1,0.703236743574962,train
-0.37825844064354897,-0.9621525537222624,0,0.002096493961289525,train
-0.6799426740035415,-0.4297561920247972,0,0.9744307340588421,test
0.7923716991208494,0.3174170395359397,1,0.3077402375638485,test
-0.6672124392352998,-0.7403136836364865,1,0.9431687300093472,test
0.8008491923101246,-0.7683000504039228,1,0.6657536763232201,test
-0.7318436098285019,-0.9355379031039774,0,0.7989249797537923,train
-0.7367717316374183,-0.42280214512720704,1,0.13133278372697532,train
-0.7894249949604273,0.15502120787277818,0,0.494786107679829,train
0.02316716220229864,-0.9228890002705157,0,0.18134210049174726,train
-0.39960189210250974,0.4525364157743752,0,0.04219206376001239,train
-0.9465662091970444,0.7927451077848673,0,0.872281780000776,train
-0.38070513727143407,0.4772799606435001,0,0.23243430093862116,train
0.4842393142171204,-0.18955111829563975,0,0.39742505084723234,test
-0.9290865459479392,-0.835468933917582,0,0.4147223287727684,train
0.1301522240974009,-0.15246753254905343,1,0.9348376011475921,test
-0.43948444770649076,-0.741387999150902,1,0.6880061647389084,train
-0.5916073671542108,-0.9388627507723868,1,0.8223841404542327,test
-0.732522202655673,-0.7461942387744784,1,0.523680625250563,train
-0.34863615129143,-0.2855034372769296,1,0.6249283857177943,train
-0.6898760609328747,-0.5089699905365705,0,0.5232499623671174,test
-0.7400757209397852,0.03273034282028675,0,0.6792273523751646,train
-0.12893788050860167,0.13514543371275067,1,0.9669955379795283,train
-0.9227146948687732,-0.1068578059785068,0,0.5167695397976786,train
0.4266031258739531,0.44781117467209697,1,0.650862799724564,train
-0.7984619177877903,-0.32756386464461684,1,0.503189645241946,train
0.900609876960516,-0.5849463897757232,0,0.389527510618791,test
-0.7563644745387137,0.9828138072043657,0,0.023287491174414754,train
-0.5606867582537234,-0.9958213083446026,1,0.33413711097091436,test
0.8261755337007344,0.869012669660151,0,0.893162592779845,test
0.8917062422260642,0.6598269972018898,1,0.5379716318566352,test
-0.44168755412101746,-0.3408767287619412,0,0.0986312017776072,test
-0.753057824447751,0.46163333719596267,1,0.2080140400212258,train
0.5943209188990295,-0.7222750931978226,1,0.4157251100987196,train
0.4885544301941991,-0.516616296954453,0,0.9143737049307674,test
0.8319484475068748,0.42195864859968424,1,0.44890375528484583,train
0.9891964900307357,-0.7170255081728101,0,0.3868509531021118,train
