x1,x2,class,prob,sample
-0.7725931773893535,0.675267830491066,0,0,test
0.24459880962967873,-0.025067498441785574,1,1,train
0.21854946576058865,-0.7793260011821985,1,1,train
0.24675888335332274,-0.2972739632241428,1,1,test
0.7218307671137154,0.5221260734833777,0,0,train
0.28062121057882905,-0.22067031264305115,1,1,train
-0.9810084872879088,-0.08697199262678623,1,1,test
-0.5348989879712462,-0.7853114884346724,1,1,test
0.33216751646250486,0.9253498334437609,1,1,train
0.028502282686531544,0.9761937209405005,1,1,test
0.38718258356675506,-0.1923390682786703,1,1,train
0.08994967117905617,0.7350821220315993,1,1,train
-0.43453283281996846,-0.8732655947096646,1,1,train
0.8468669685535133,0.3681198190897703,0,0,test
-0.41536831948906183,0.37716356897726655,0,0,train
0.6745912563055754,-0.37204407155513763,0,0,train
-0.4275534306652844,0.27703853882849216,0,0,train
-0.46635843999683857,0.2824725662358105,0,0,train
-0.626554420683533,-0.014063066802918911,1,1,train
-0.5355481789447367,0.7120008203200996,0,0,train
-0.3667750903405249,-0.7092831330373883,1,1,train
-0.39461325854063034,-0.1573572987690568,1,1,test
-0.6819079942069948,-0.5984828150831163,1,1,test
-0.9200081638991833,0.9577479171566665,0,0,test
-0.5624009179882705,-0.01007359242066741,1,1,train
0.6211971049197018,-0.2510651876218617,0,0,train
0.05139509355649352,0.7007812205702066,1,1,test
0.8293163320049644,0.3888017237186432,0,0,train
0.6626900937408209,-0.2844837484881282,0,0,train
-0.9084594734013081,-0.25279099494218826,1,1,train
-0.0878170351497829,-0.616491227876395,1,1,test
-0.469626656267792,0.5649826731532812,0,0,train
-0.3906555939465761,-0.993153166025877,1,1,train
0.014613740146160126,0.8620437877252698,1,1,train
-0.6378075834363699,0.3788702506572008,0,0,train
0.519341270904988,-0.49449565540999174,0,0,train
-0.597503924742341,0.3308685328811407,0,0,test
-0.4823803626932204,-0.04638137808069587,1,1,test
0.9843008350580931,0.8095302977599204,0,0,train
0.6147046806290746,-0.38898066198453307,0,0,test
0.10666718147695065,0.8575484775938094,1,1,test
0.2928121881559491,-0.47784467693418264,1,1,train
-0.37635138584300876,-0.11375409876927733,1,1,train
0.24363839626312256,0.41528963344171643,1,1,test
-0.3404596485197544,0.8058891324326396,0,0,train
0.003994945902377367,0.02624622406437993,1,1,train
0.3541890545748174,0.0010480633936822414,1,1,train
-0.03001752169802785,-0.9004165842197835,1,1,train
-0.5121423453092575,-0.5012196847237647,1,1,train
0.5309195751324296,0.5769621087238193,0,0,train
-0.8524402398616076,-0.6036715139634907,1,1,train
-0.38062679627910256,0.7621856792829931,0,0,train
0.4345434866845608,-0.2713644211180508,1,1,train
0.009091824293136597,-0.460100048687309,1,1,train
-0.694002082105726,0.17994905402883887,0,0,test
0.00786697631701827,-0.6690988345071673,1,1,train
-0.012078153900802135,-0.021860433742403984,1,1,test
0.502400394063443,0.9267672933638096,0,1,test
-0.6507003521546721,0.15920586325228214,0,0,test
0.6967848208732903,0.5815957980230451,0,0,train
0.72966766403988,0.15769240306690335,0,0,train
-0.9162854496389627,0.08374927751719952,0,0,train
-0.3656356893479824,0.5251433639787138,0,0,train
-0.9725001216866076,-0.7154892981052399,1,1,train
-0.5219485466368496,-0.21528651285916567,1,1,test
0.4129892345517874,0.6074165352620184,1,1,train
-0.3838104857131839,0.8980237785726786,0,0,test
0.01709513133391738,-0.9230956290848553,1,1,train
-0.8967067613266408,0.338391802739352,0,0,train
0.12913967994973063,-0.6738334731198847,1,1,train
-0.7570396256633103,-0.7673404146917164,1,1,test
0.7856727633625269,-0.7351538576185703,0,0,train
-0.9707454885356128,-0.2179509806446731,1,1,train
0.5662422073073685,-0.5685133174993098,0,0,test
-0.8200773340649903,0.3940639151260257,0,0,test
0.038379961624741554,-0.6857463009655476,1,1,train
-0.2314666248857975,-0.3189680324867368,1,1,train
-0.8598950053565204,-0.33375005330890417,1,1,train
-0.3587111555971205,0.2699019145220518,0,0,test
0.33699079416692257,-0.18858357099816203,1,1,train
0.8528009527362883,0.3359989831224084,0,0,train
-0.05618055770173669,0.9901538942940533,0,0,test
-0.7147693135775626,0.8075882773846388,0,0,train
0.08853951003402472,-0.31940004229545593,1,1,train
-0.60765069629997015,-0.48540264181792736,1,1,test
0.7971609784290195,-0.3556229714304209,0,0,train
-0.2210004306398332,-0.013468340039253235,1,1,train
